File Version,BWSpec4.11_1
520,858.98,11641.76,1097.09,1089.0000,65535.0000,1737.6667,648.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
521,859.12,11639.76,1099.10,1094.0000,65535.0000,1686.3333,592.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
522,859.27,11637.75,1101.10,1084.0000,65535.0000,1653.3333,569.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
523,859.42,11635.75,1103.10,1074.0000,65535.0000,1650.6667,576.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
524,859.57,11633.75,1105.10,1079.0000,65535.0000,1667.0000,588.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
525,859.72,11631.75,1107.10,1101.0000,65535.0000,1626.6667,525.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
526,859.86,11629.75,1109.10,1064.0000,65535.0000,1632.6667,568.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
527,860.01,11627.76,1111.10,1084.0000,65535.0000,1596.6667,512.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
528,860.16,11625.76,1113.10,1130.0000,65535.0000,1630.3333,500.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
529,860.31,11623.76,1115.09,1106.0000,65535.0000,1621.3333,515.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
530,860.45,11621.77,1117.09,1088.0000,65535.0000,1576.6667,488.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
531,860.60,11619.77,1119.08,1126.0000,65535.0000,1593.3333,467.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
532,860.75,11617.78,1121.08,1091.0000,65535.0000,1587.6667,496.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
533,860.90,11615.78,1123.07,1112.0000,65535.0000,1575.0000,463.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
534,861.05,11613.79,1125.06,1095.0000,65535.0000,1534.3333,439.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
535,861.19,11611.80,1127.05,1085.0000,65535.0000,1542.3333,457.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
536,861.34,11609.81,1129.04,1087.0000,65535.0000,1556.6667,469.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
537,861.49,11607.82,1131.03,1067.0000,65535.0000,1557.3333,490.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
538,861.64,11605.83,1133.02,1095.0000,65535.0000,1568.0000,473.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
539,861.78,11603.84,1135.01,1094.0000,65535.0000,1556.0000,462.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
540,861.93,11601.86,1137.00,1105.0000,65535.0000,1561.0000,456.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
541,862.08,11599.87,1138.98,1105.0000,65535.0000,1599.0000,494.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
542,862.23,11597.89,1140.97,1064.0000,65535.0000,1609.0000,545.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
543,862.37,11595.90,1142.95,1074.0000,65535.0000,1612.3333,538.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
544,862.52,11593.92,1144.94,1079.0000,65535.0000,1628.3333,549.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
545,862.67,11591.93,1146.92,1093.0000,65535.0000,1685.6667,592.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
546,862.82,11589.95,1148.90,1094.0000,65535.0000,1795.6667,701.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
547,862.96,11587.97,1150.88,1123.0000,65535.0000,1884.6667,761.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
548,863.11,11585.99,1152.86,1088.0000,65535.0000,1976.6667,888.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
549,863.26,11584.01,1154.84,1098.0000,65535.0000,1940.3333,842.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
550,863.41,11582.03,1156.82,1079.0000,65535.0000,1870.0000,791.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
551,863.55,11580.05,1158.80,1078.0000,65535.0000,1779.3333,701.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
552,863.70,11578.08,1160.78,1114.0000,65535.0000,1745.3333,631.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
553,863.85,11576.10,1162.75,1072.0000,65535.0000,1724.6667,652.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
554,864.00,11574.12,1164.73,1157.0000,65535.0000,1772.0000,615.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
555,864.14,11572.15,1166.70,1063.0000,65535.0000,1722.6667,659.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
556,864.29,11570.17,1168.68,1099.0000,65535.0000,1751.3333,652.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
557,864.44,11568.20,1170.65,1092.0000,65535.0000,1807.0000,715.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
558,864.59,11566.23,1172.62,1098.0000,65535.0000,1874.3333,776.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
559,864.73,11564.26,1174.60,1095.0000,65535.0000,1954.0000,859.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
560,864.88,11562.29,1176.57,1100.0000,65535.0000,2103.3333,1003.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
561,865.03,11560.32,1178.54,1072.0000,65535.0000,2206.0000,1134.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
562,865.18,11558.35,1180.50,1086.0000,65535.0000,2231.3333,1145.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
563,865.32,11556.38,1182.47,1091.0000,65535.0000,2189.0000,1098.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
564,865.47,11554.41,1184.44,1075.0000,65535.0000,2143.6667,1068.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
565,865.62,11552.45,1186.41,1101.0000,65535.0000,2156.3333,1055.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
566,865.76,11550.48,1188.37,1080.0000,65535.0000,2178.0000,1098.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
567,865.91,11548.52,1190.34,1076.0000,65535.0000,2188.3333,1112.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
568,866.06,11546.55,1192.30,1103.0000,65535.0000,2230.3333,1127.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
569,866.21,11544.59,1194.27,1113.0000,65535.0000,2239.0000,1126.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
570,866.35,11542.63,1196.23,1091.0000,65535.0000,2247.0000,1156.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
571,866.50,11540.66,1198.19,1066.0000,65535.0000,2249.0000,1183.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
572,866.65,11538.70,1200.15,1107.0000,65535.0000,2262.3333,1155.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
573,866.80,11536.74,1202.11,1076.0000,65535.0000,2212.3333,1136.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
574,866.94,11534.78,1204.07,1087.0000,65535.0000,2157.6667,1070.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
575,867.09,11532.83,1206.03,1084.0000,65535.0000,2127.3333,1043.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
576,867.24,11530.87,1207.99,1094.0000,65535.0000,2069.0000,975.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
577,867.38,11528.91,1209.94,1108.0000,65535.0000,2019.6667,911.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
578,867.53,11526.96,1211.90,1112.0000,65535.0000,2000.6667,888.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
579,867.68,11525.00,1213.85,1084.0000,65535.0000,1957.0000,873.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
580,867.83,11523.05,1215.81,1132.0000,65535.0000,1950.6667,818.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
581,867.97,11521.09,1217.76,1074.0000,65535.0000,1921.6667,847.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
582,868.12,11519.14,1219.71,1106.0000,65535.0000,1966.3333,860.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
583,868.27,11517.19,1221.67,1080.0000,65535.0000,1949.3333,869.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
584,868.41,11515.24,1223.62,1131.0000,65535.0000,1956.6667,825.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
585,868.56,11513.29,1225.57,1126.0000,65535.0000,1965.0000,839.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
586,868.71,11511.34,1227.52,1111.0000,65535.0000,1956.0000,845.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
587,868.86,11509.39,1229.47,1133.0000,65535.0000,2000.0000,867.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
588,869.00,11507.44,1231.41,1097.0000,65535.0000,1982.3333,885.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
589,869.15,11505.49,1233.36,1093.0000,65535.0000,1979.0000,886.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
590,869.30,11503.55,1235.31,1104.0000,65535.0000,1988.6667,884.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
591,869.44,11501.60,1237.25,1146.0000,65535.0000,2001.3333,855.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
592,869.59,11499.66,1239.20,1092.0000,65535.0000,1989.0000,897.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
593,869.74,11497.71,1241.14,1122.0000,65535.0000,2022.3333,900.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
594,869.89,11495.77,1243.08,1149.0000,65535.0000,2061.3333,912.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
595,870.03,11493.83,1245.03,1053.0000,65535.0000,2033.6667,980.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
596,870.18,11491.89,1246.97,1076.0000,65535.0000,2049.6667,973.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
597,870.33,11489.95,1248.91,1086.0000,65535.0000,2065.3333,979.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
598,870.47,11488.01,1250.85,1115.0000,65535.0000,2096.3333,981.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
599,870.62,11486.07,1252.79,1100.0000,65535.0000,2136.3333,1036.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
600,870.77,11484.13,1254.72,1068.0000,65535.0000,2130.6667,1062.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
601,870.91,11482.19,1256.66,1109.0000,65535.0000,2220.3333,1111.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
602,871.06,11480.26,1258.60,1116.0000,65535.0000,2264.0000,1148.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
603,871.21,11478.32,1260.53,1084.0000,65535.0000,2289.0000,1205.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
604,871.35,11476.38,1262.47,1080.0000,65535.0000,2381.3333,1301.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
605,871.50,11474.45,1264.40,1099.0000,65535.0000,2458.0000,1359.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
606,871.65,11472.52,1266.34,1113.0000,65535.0000,2563.0000,1450.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
607,871.80,11470.58,1268.27,1077.0000,65535.0000,2681.0000,1604.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
608,871.94,11468.65,1270.20,1112.0000,65535.0000,2810.0000,1698.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
609,872.09,11466.72,1272.13,1096.0000,65535.0000,2952.3333,1856.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
610,872.24,11464.79,1274.06,1122.0000,65535.0000,3161.6667,2039.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
611,872.38,11462.86,1275.99,1104.0000,65535.0000,3262.6667,2158.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
612,872.53,11460.93,1277.92,1082.0000,65535.0000,3319.0000,2237.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
613,872.68,11459.01,1279.85,1061.0000,65535.0000,3279.3333,2218.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
614,872.82,11457.08,1281.77,1074.0000,65535.0000,3224.0000,2150.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
615,872.97,11455.15,1283.70,1130.0000,65535.0000,3094.0000,1964.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
616,873.12,11453.23,1285.63,1117.0000,65535.0000,2989.3333,1872.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
617,873.26,11451.30,1287.55,1077.0000,65535.0000,2836.0000,1759.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
618,873.41,11449.38,1289.47,1116.0000,65535.0000,2743.0000,1627.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
619,873.56,11447.46,1291.40,1094.0000,65535.0000,2654.0000,1560.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
620,873.70,11445.53,1293.32,1133.0000,65535.0000,2600.3333,1467.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
621,873.85,11443.61,1295.24,1115.0000,65535.0000,2614.6667,1499.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
622,874.00,11441.69,1297.16,1089.0000,65535.0000,2540.3333,1451.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
623,874.14,11439.77,1299.08,1074.0000,65535.0000,2575.6667,1501.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
624,874.29,11437.85,1301.00,1074.0000,65535.0000,2564.6667,1490.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
625,874.44,11435.94,1302.92,1107.0000,65535.0000,2555.3333,1448.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
626,874.58,11434.02,1304.84,1090.0000,65535.0000,2531.3333,1441.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
627,874.73,11432.10,1306.75,1087.0000,65535.0000,2517.6667,1430.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
628,874.88,11430.19,1308.67,1069.0000,65535.0000,2535.6667,1466.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
629,875.02,11428.27,1310.58,1108.0000,65535.0000,2541.6667,1433.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
630,875.17,11426.36,1312.50,1104.0000,65535.0000,2549.0000,1445.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
631,875.32,11424.44,1314.41,1083.0000,65535.0000,2545.0000,1462.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
632,875.46,11422.53,1316.32,1062.0000,65535.0000,2621.3333,1559.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
633,875.61,11420.62,1318.24,1057.0000,65535.0000,2655.3333,1598.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
634,875.76,11418.71,1320.15,1062.0000,65535.0000,2673.6667,1611.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
635,875.90,11416.80,1322.06,1071.0000,65535.0000,2707.0000,1636.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
636,876.05,11414.89,1323.97,1058.0000,65535.0000,2761.6667,1703.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
637,876.20,11412.98,1325.88,1088.0000,65535.0000,2828.0000,1740.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
638,876.34,11411.07,1327.78,1134.0000,65535.0000,2924.3333,1790.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
639,876.49,11409.16,1329.69,1059.0000,65535.0000,2972.3333,1913.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
640,876.63,11407.26,1331.60,1067.0000,65535.0000,3019.3333,1952.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
641,876.78,11405.35,1333.50,1104.0000,65535.0000,3088.0000,1984.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
642,876.93,11403.45,1335.41,1052.0000,65535.0000,3190.3333,2138.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
643,877.07,11401.54,1337.31,1108.0000,65535.0000,3256.0000,2148.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
644,877.22,11399.64,1339.21,1096.0000,65535.0000,3337.3333,2241.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
645,877.37,11397.74,1341.12,1091.0000,65535.0000,3405.3333,2314.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
646,877.51,11395.84,1343.02,1072.0000,65535.0000,3518.0000,2446.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
647,877.66,11393.93,1344.92,1129.0000,65535.0000,3638.3333,2509.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
648,877.81,11392.03,1346.82,1114.0000,65535.0000,3697.0000,2583.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
649,877.95,11390.13,1348.72,1118.0000,65535.0000,3845.3333,2727.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
650,878.10,11388.24,1350.62,1087.0000,65535.0000,3965.3333,2878.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
651,878.25,11386.34,1352.51,1076.0000,65535.0000,4048.0000,2972.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
652,878.39,11384.44,1354.41,1087.0000,65535.0000,4228.6667,3141.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
653,878.54,11382.55,1356.31,1082.0000,65535.0000,4334.0000,3252.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
654,878.68,11380.65,1358.20,1108.0000,65535.0000,4577.0000,3469.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
655,878.83,11378.76,1360.10,1076.0000,65535.0000,4777.3333,3701.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
656,878.98,11376.86,1361.99,1063.0000,65535.0000,5125.0000,4062.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
657,879.12,11374.97,1363.88,1160.0000,65535.0000,5383.0000,4223.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
658,879.27,11373.08,1365.78,1098.0000,65535.0000,5561.3333,4463.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
659,879.42,11371.19,1367.67,1100.0000,65535.0000,5405.3333,4305.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
660,879.56,11369.29,1369.56,1119.0000,65535.0000,5044.3333,3925.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
661,879.71,11367.40,1371.45,1092.0000,65535.0000,4677.3333,3585.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
662,879.85,11365.52,1373.34,1099.0000,65535.0000,4312.3333,3213.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
663,880.00,11363.63,1375.23,1078.0000,65535.0000,4043.0000,2965.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
664,880.15,11361.74,1377.11,1095.0000,65535.0000,3859.3333,2764.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
665,880.29,11359.85,1379.00,1125.0000,65535.0000,3782.3333,2657.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
666,880.44,11357.97,1380.89,1096.0000,65535.0000,3755.6667,2659.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
667,880.59,11356.08,1382.77,1115.0000,65535.0000,3774.6667,2659.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
668,880.73,11354.20,1384.66,1074.0000,65535.0000,3795.0000,2721.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
669,880.88,11352.31,1386.54,1083.0000,65535.0000,3862.0000,2779.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
670,881.02,11350.43,1388.42,1093.0000,65535.0000,3945.3333,2852.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
671,881.17,11348.55,1390.31,1087.0000,65535.0000,4037.6667,2950.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
672,881.32,11346.67,1392.19,1097.0000,65535.0000,4196.3333,3099.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
673,881.46,11344.79,1394.07,1095.0000,65535.0000,4336.0000,3241.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
674,881.61,11342.91,1395.95,1084.0000,65535.0000,4559.0000,3475.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
675,881.75,11341.03,1397.83,1088.0000,65535.0000,4740.3333,3652.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
676,881.90,11339.15,1399.70,1125.0000,65535.0000,4993.0000,3868.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
677,882.05,11337.27,1401.58,1046.0000,65535.0000,5211.6667,4165.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
678,882.19,11335.39,1403.46,1104.0000,65535.0000,5513.3333,4409.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
679,882.34,11333.52,1405.34,1090.0000,65535.0000,5829.6667,4739.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
680,882.48,11331.64,1407.21,1076.0000,65535.0000,6156.6667,5080.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
681,882.63,11329.77,1409.08,1073.0000,65535.0000,6463.3333,5390.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
682,882.78,11327.90,1410.96,1100.0000,65535.0000,6755.6667,5655.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
683,882.92,11326.02,1412.83,1100.0000,65535.0000,7076.3333,5976.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
684,883.07,11324.15,1414.70,1067.0000,65535.0000,7370.6667,6303.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
685,883.21,11322.28,1416.57,1077.0000,65535.0000,7606.3333,6529.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
686,883.36,11320.41,1418.45,1110.0000,65535.0000,7868.0000,6758.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
687,883.51,11318.54,1420.32,1102.0000,65535.0000,8016.0000,6914.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
688,883.65,11316.67,1422.18,1097.0000,65535.0000,8119.6667,7022.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
689,883.80,11314.80,1424.05,1115.0000,65535.0000,8175.6667,7060.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
690,883.94,11312.93,1425.92,1107.0000,65535.0000,8192.3333,7085.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
691,884.09,11311.07,1427.79,1099.0000,65535.0000,8256.6667,7157.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
692,884.24,11309.20,1429.65,1062.0000,65535.0000,8213.6667,7151.6667,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
693,884.38,11307.34,1431.52,1087.0000,65535.0000,8215.3333,7128.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
694,884.53,11305.47,1433.38,1059.0000,65535.0000,8151.0000,7092.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
695,884.67,11303.61,1435.25,1105.0000,65535.0000,8119.3333,7014.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
696,884.82,11301.74,1437.11,1099.0000,65535.0000,7986.0000,6887.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
697,884.96,11299.88,1438.97,1107.0000,65535.0000,7848.0000,6741.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
698,885.11,11298.02,1440.83,1068.0000,65535.0000,7679.3333,6611.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
699,885.26,11296.16,1442.69,1083.0000,65535.0000,7411.3333,6328.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
700,885.40,11294.30,1444.55,1122.0000,65535.0000,7181.3333,6059.3333,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
701,885.55,11292.44,1446.41,1085.0000,65535.0000,6892.0000,5807.0000,0.0000,0.0000,0.0000,1.0000,1.0000E+00,1.0000E+00,
